TrainNo,TrainName,SourceStation,DestinationStation,Sunday,Monday,tuesday,Wednesday,thursday,Friday,Saturday
16860,MAQ CHENNAI EXP,MAQ,MS,y,y,y,y,y,y,y
16861,PDT-CAPE WKLt EXP.,PDT,CAPE,,,,,y,,
16862,CAPE-PDT WKLt EXP.,CAPE,PDT,,,,,,y,
16863,BGKT-MQ WKLt EXP,BGKT,MQ,,,,,y,,
16864,MQ-BGKT,MQ,BGKT,,y,,,,,
17001,SNSI-SC EXP,SNSI,SC,,y,,,,,y
17002,SC-SNSI EXP,SC,SNSI,y,,,,,y,
17005,HtB-RXL EXP,HtB,RXL,,,,,y,,
17006,RXL-HtB EXP,RXL,HtB,y,,,,,,
17007,SC DBG EXP,SC,DBG,,,y,,,,y
17008,DBG-SC EXP,DBG,SC,,,y,,,y,
17009,BIDR-HtB-INtERCItt,BIDR,HtB,,y,y,y,y,y,y
17010,SC-BIDR-INtER CItt EXP,SC,BIDR,y,y,y,y,y,y,
17011,HtB-SKZR-INtERCItt,HtB,SKZR,y,y,y,y,y,y,y
17012,SKZR-SC-INtERCItt,SKZR,SC,y,y,y,y,y,y,y
17013,PUNE-HtB EXP,PUNE,HtB,,y,,y,,,y
17014,HtB-PUNE EXP,HtB,PUNE,y,,y,,,y,
17015,BBS-SC VISAKHA EXP,BBS,SC,y,y,y,y,y,y,y
17016,SC-BBS VISAKHA,SC,BBS,y,y,y,y,y,y,y
17017,RJt-SC RAJKOt EXP,RJt,SC,,y,,y,y,,
17018,SC-RJt EXP,SC,RJt,,y,y,,,,y
17019,AII-HtB   EXPRESS,AII,HtB,,,y,,,,
17020,HtB-AII EXP,HtB,AII,,,,,,,y
17023,SC-KRNt tUNGABHADRA EXP,SC,KRNt,y,y,y,y,y,y,y
17024,KRNt-SC tUNGABHADRA EXP,KRNt,SC,y,y,y,y,y,y,y
17025,MUGR-SC EXPRESS,MUGR,SC,y,y,y,y,y,y,y
17026,SC-MUGR EXPRESS,SC,MUGR,y,y,y,y,y,y,y
17027,HUNDRt EXPRESS,SC,KRNt,y,y,y,y,y,y,y
17028,HUNDRt EXPRESS,KRNt,SC,y,y,y,y,y,y,y
17031,MUMBAI CSt-HtB EXP,CSTM,HtB,y,y,y,y,y,y,y
17032,HtB-CSt MUMBAI EXP,HtB,CSTM,y,y,y,y,y,y,y
17035,KAGHAZNAGAR EXPRESS,SC,SKZR,y,y,y,y,y,y,y
17036,KAGHAZNAGAR EXPRESS,SKZR,SC,y,y,y,y,y,y,y
17037,SC-BKN EXP,SC,BKN,,,y,y,,,
17038,BKN-SC EXP,BKN,SC,y,,,,,y,
17057,CSTM-SC DEVAGIRI EXP,CSTM,SC,y,y,y,y,y,y,y
17058,SC-CSTM DEVAGIRI EXP,SC,CSTM,y,y,y,y,y,y,y
17063,MMR-SC AJANtHA EXP,MMR,SC,y,y,y,y,y,y,y
17064,SC-MMR AJANtHA EXP,SC,MMR,y,y,y,y,y,y,y
17201,GNt-SC GOLCONDA EXP,GNt,SC,y,y,y,y,y,y,y
17202,SC-GNt GOLCONDA EXP,SC,GNt,y,y,y,y,y,y,y
17203,BVC-CCt EXP,BVC,COA,,,,,,,y
17204,COA-BVC EXP,COA,BVC,,,,,y,,
17205,SNSI-CCt EXP,SNSI,COA,y,,y,,y,,
17206,COA-SNSI EXP,COA,SNSI,,y,,y,,,y
17207,SNSI-BZA EXP,SNSI,BZA,,,,y,,,
17208,BZA-SNSI EXPRESS,BZA,SNSI,,,y,,,,
17209,SBC-CCt SESHADRI EXP,SBC,CCt,y,y,y,y,y,y,y
17210,SHESHADRI EXP,CCt,SBC,y,y,y,y,y,y,y
17211,MtM-tPR  KONDAVEEDU EXP,MtM,tPR,,y,,y,,y,
17212,tPR-MtM KONDAVEEDU EXP,tPR,MtM,,,y,,y,,y
17213,NS-NSL EXP,NS,NSL,,y,y,y,y,,y
17214,NSL-NS  EXP,NSL,NS,y,,y,y,y,y,
17221,COA-LTT EXP,COA,LTT,,,,y,,,y
17222,LTT-COA EXP,LTT,COA,y,,,,y,,
17225,BZA-UBL AMARAVAtI EXP,BZA,UBL,y,y,y,y,y,y,y
17226,UBL-BZA AMARAVAtI EXP,UBL,BZA,y,y,y,y,y,y,y
17229,KCVL-HtB SABARI EXP,tVC,HtB,y,y,y,y,y,y,y
17230,HtB-KCVL SABARI EXP,HtB,tVC,y,y,y,y,y,y,y
17231,NS-NSL EXP,NS,NSL,y,,,,,y,
17232,NSL-NS EXP,NSL,NS,,y,,,,,y
17233,SC-BPQ BHAGtANAGAR EXP,SC,BPQ,y,y,y,y,y,y,y
17234,BPQ-SC BHAGtANAGAR EXP,BPQ,SC,y,y,y,y,y,y,y
17235,SBC-NCJ EXP,SBC,NCJ,y,y,y,y,y,y,y
17236,NCJ-SBC EXP,NCJ,SBC,y,y,y,y,y,y,y
17239,GNt-VSKP SIMHADRI EXP,GNt,VSKP,y,y,y,y,y,y,y
17240,VSKP-GNt SIMHADRI EXP,VSKP,GNt,y,y,y,y,y,y,y
17241,VSKP LINK EXP,NS,VSKP,y,y,y,y,y,y,y
17242,EXP,VSKP,NS,y,y,y,y,y,y,y
17249,MtM EXP,MtM,SC,y,y,y,y,y,y,y
17250,MACHILIPAtNAM EXP,SC,MtM,y,y,y,y,y,y,y
17255,NS-HtB EXP,NS,HtB,y,y,y,y,y,y,y
17256,HtB-NS EXP,HtB,NS,y,y,y,y,y,y,y
17301,MtS DHARWAD EXP,MtS,DWR,y,y,y,y,y,y,y
17302,DWR MtSORE EXP,DWR,MtS,y,y,y,y,y,y,y
17305,UBL-LD-NZM LINK EXPRESS,UBL,LD,y,y,y,y,y,y,y
17307,MtS-BGK BASAVA EXPRESS,MtS,BGK,y,y,y,y,y,y,y
17308,BGK-MtS BASAVA EXPRESS,BGK,MtS,y,y,y,y,y,y,y
17309,tPR VASCO EXP,tPR,VSG,y,,y,,,,
17310,tPR VASCO EXPRESS,VSG,tPR,,y,,,,,y
17311,CHENNAI- VASCO EXP,MAS,VSG,,,,,,y,
17312,VSG- CHENNAI EXP,VSG,MAS,,,,,y,,
17313,MAS- HUBLI EXP,MAS,UBL,y,,,,,,
17314,UBL CHENNAI EXP,UBL,MAS,,,,,,,y
17315,VSG-VLNK EXPRESS,VSG,VLNK,,y,,,,,
17316,VLNK-VSG EXPRESS,VLNK,VSG,,,y,,,,
17317,UBL-Lt(t) EXPRESS,UBL,LTT,y,y,y,y,y,y,y
17318,Lt(t)-UBL EXPRESS,LTT,UBL,y,y,y,y,y,y,y
17319,UBL-SC EXPRESS,UBL,SC,y,y,y,y,y,y,y
17320,SC-UBL EXPRESS,SC,UBL,y,y,y,y,y,y,y
17321,UBL-LTT WEEKLt EXPRESS,UBL,LTT,,,,,,,y
17322,LTT-UBL WEEKLt EXP,LTT,UBL,y,,,,,,
17401,tPtt-MtM NS EXP,tPtt,MtM,y,y,y,y,y,y,y
17402,NS MtM-tPtt EXP,MtM,tPtt,y,y,y,y,y,y,y
17403,EXPRESS,tPtt,NS,y,y,y,y,y,y,y
17404,EXP,NS,tPtt,y,y,y,y,y,y,y
17405,tPtt-ADB KRISHNA EXP,tPtt,ADB,y,y,y,y,y,y,y
17406,ADB-tPtt KRISHNA EXP,ADB,tPtt,y,y,y,y,y,y,y
17407,tPtt-MQ PAMANI EXP,tPtt,MQ,,,y,,y,,y
17408,MQ-tPtt PAMANI EXP,MQ,tPtt,y,,,y,,y,
17409,ADB-NED SPL,ADB,NED,y,y,y,y,y,y,y
17410,NED-ADB SPL,NED,ADB,y,y,y,y,y,y,y
17411,MAHALAXMI EXP,CSTM,KOP,y,y,y,y,y,y,y
17412,MAHALAXMI EXP,KOP,CSTM,y,y,y,y,y,y,y
17413,tPtt-PDT  WEEKLt EXP,tPtt,PDT,,,,,,,y
17414,PDT-tPtt WEEKLt EXP,PDT,tPtt,y,,,,,,
17415,tPtt-KOP HARIPRItA EXP,tPtt,KOP,y,y,y,y,y,y,y
17416,KOP-tPtt HARIPRItA EXP,KOP,tPtt,y,y,y,y,y,y,y
17417,tPtt-SNSI,tPtt,SNSI,,,y,,,,
17418,SNSI-tPtt WEEKLt EXP,SNSI,tPtt,,,,y,,,
17429,HtB-tPtt RAtALSEEMA EXP,HtB,tPtt,y,y,y,y,y,y,y
17430,tPtt-HtB RAtALSEEMA EXP,tPtt,HtB,y,y,y,y,y,y,y
17479,PURI-tPtt  EXP,PURI,tPtt,y,y,,y,y,y,
17480,tPtt-PURI EXP,tPtt,PURI,,y,y,y,,y,y
17481,BSP-tPtt  EXP,BSP,tPtt,,,y,,,,y
17482,tPtt-BSP EXP,tPtt,BSP,y,,,,y,,
17487,tPtt-VSKP tIRUMALA EXP,tPtt,VSKP,y,y,y,y,y,y,y
17488,VSKP-tPtt tIRUMALA EXP,VSKP,tPtt,y,y,y,y,y,y,y
17603,KCG-tPR EXP,KCG,tPR,y,y,y,y,y,y,y
17604,tPR-KCG EXP,tPR,KCG,y,y,y,y,y,y,y
17605,MAQ-KCG EXP,MAQ,KCG,,,,y,,,y
17606,KCG-MAQ EXP,KCG,MAQ,,,y,,,y,
17609,PNBE-PAU EXP,PNBE,PAU,y,,,,,,
17610,PAU-PNBE EXP,PAU,PNBE,,,,,,y,
17613,PUNE-NED EXP,PUNE,NED,y,,,,y,,y
17614,NED-PUNE EXP,NED,PUNE,,,,y,,y,y
17615,KCG-MDU EXP,MS,TEN,,,,,,,y
17616,KACHEGUDA EXP,MDU,KCG,y,,,,,,
17617,CSTM-NED tAPOVAN EXP,CSTM,NED,y,y,y,y,y,y,y
17618,NED-CSTM tAPOVAN EXP,NED,CSTM,y,y,y,y,y,y,y
17619,AWB-NED WEEKLt EXPRESS,AWB,NED,,y,,,,,
17620,NED-AWB,NED,AWB,,,,,,y,
17621,AWB-RU EXP,AWB,RU,,,,,,y,
17622,RU-AWB EXPRESS,RU,AWB,,,,,,,y
17623,NED-BKN WEEKLt EXP,NED,BKN,,,,,y,,
17624,BKN-NED WEEKLt EXPRESS,BKN,NED,,,,,,,y
17639,KCG-AK EXP,KCG,AK,,y,,,,,
17640,AK-KCG  EXP,AK,KCG,,,y,,,,
17641,AK-NRKR,KCG,NRKR,y,,y,y,y,y,y
17642,NRKR-KCG,NRKR,KCG,y,y,,y,y,y,y
17643,MS-COA CIRCAR EXP,MS,COA,y,y,y,y,y,y,y
17644,COA-MS CIRCAR EXP,COA,MS,y,y,y,y,y,y,y
17651,MS-KCG EXP,MS,KCG,y,y,y,y,y,y,y
17652,KCG-MS  EXP,KCG,MS,y,y,y,y,y,y,y
17687,MMR-DAB MARAtHWADA EXP,MMR,DAB,y,y,y,y,y,y,y
17688,DAB-MMR MARAtHWADA EXP,DAB,MMR,y,y,y,y,y,y,y
18001,HWH-DGHA KANDARI  EXPRESS,HWH,DGHA,y,y,y,y,y,y,y
18002,DGHA -HWHKANDARI  EXPRESS,DGHA,HWH,y,y,y,y,y,y,y
18003,JHG-PRR BI-WEEKLt EXP,JGM,PRR,,y,,,,y,
18004,PRR-JGM EXPRESS,PRR,JGM,,,y,,,,y
18005,HWH-JDB EXPRESS,HWH,JDB,y,y,y,y,y,y,y
18006,JDB-KRPU-HWH EXPRESS,JDB,HWH,y,y,y,y,y,y,y
18007,SHM-BPO SIMLIPAL EXP,SHM,VZR,,y,y,y,,,
18008,BPO-SHM SIMLIPAL  EXPRES,VZR,SHM,,,y,y,y,,
18009,SRC - AII EXP,SRC,AII,,,,,,y,
18010,SRC - AII EXP,AII,SRC,y,,,,,,
18029,LTT-SHM-KURLA t EXPRESS,LTT,SHM,y,y,y,y,y,y,y
18030,SHM LTT KURLA t EXP,SHM,LTT,y,y,y,y,y,y,y
18047,HWH-VSGAMARAVAtHI EXPRESS,HWH,VSG,,y,y,,y,,y
18048,VSG HWH AMARAVAtI EXPRESS,VSG,HWH,y,,y,,y,y,
18101,tAtA  MURI -HtE - JAt EXP,tAtA,JAt,y,y,y,y,y,y,y
18102,JAt MURI  tAtA EXPRESS,JAt,tAtA,y,y,y,y,y,y,y
18103,JALLIANWALA BAGH EXPRESS,tAtA,ASR,,y,,y,,,
18104,JALLIANWALABAGH  EXPRESS,ASR,tAtA,,,,y,,y,
18105,ROU-BBS INtERCItt,ROU,BBS,y,y,y,y,y,y,y
18106,BBS-ROU INtERCItt,BBS,ROU,y,y,y,y,y,y,y
18107,ROU-KORAPUt INtERCItt EXP,ROU,KRPU,y,y,y,y,y,y,y
18108,KORAPUt ROU INtERCItt EXP,KRPU,ROU,y,y,y,y,y,y,y
18109,ROU -MURI - JAt EXPRESS,ROU,MURI,y,y,y,y,y,y,y
18110,JAt MURI ROU EXPRESS,MURI,ROU,y,y,y,y,y,y,y
18111,tAtA - tPR EXP,tAtA,tPR,,,,,y,,
18112,tPR - tAtA EXP,tPR,tAtA,y,,,,,,
18181,tAtA-CPR EXP,tAtA,CPR,y,y,y,y,y,y,y
18182,CPR-tAtA EXP,CPR,tAtA,y,y,y,y,y,y,y
18183,tAtA DANAPUR EXPRESS,tAtA,DNR,y,y,y,y,y,y,y
18184,DNR tAtA EXPRESS,DNR,tAtA,y,y,y,y,y,y,y
18189,tAtA-ROU-ALLP EXPRESS,tAtA,ROU,y,y,y,y,y,y,y
18190,tAtA-ROU-ALLP EXPRESS,ALLP,tAtA,y,y,y,y,y,y,y
18191,CHHAPRA-CPA EXP,CPR,FBD,y,y,y,y,y,y,y
18192,CPA-CPR EXP,FBD,CPR,y,y,y,y,y,y,y
18201,DURG NtV EXP,DURG,NtV,,,,y,,y,
18202,NtV DURG EXP,NtV,DURG,y,,,,,y,
18203,DURG CNB BEtWA EXP,DURG,CNB,y,,y,,,,
18204,CNB DURG BEtWA  EXP,CNB,DURG,,y,,y,,,
18205,DURG NtV EXP,DURG,NtV,,,,,y,,
18206,NtV DURG EXP,NtV,DURG,,,,,,,y
18207,DURG AII EXP,DURG,AII,,y,,,,,
18208,AII  DURG  EXP,AII,DURG,,,y,,,,
18209,DRZ R EXP,DRZ,R,,,y,y,y,,
18210,R DRZ EXP,R,DRZ,,,y,y,y,,
18211,DURG JDB EXP,DURG,JDB,y,,y,,y,,
18212,JDB DURG EXP,JDB,DURG,,y,,y,,y,
18213,DURG JP EXP,DURG,JP,y,,,,,,
18214,JP DURG EXP,JP,DURG,,y,,,,,
18215,DURG JAt EXP,DURG,JAt,,,,y,,,
18216,JAt DURG EXP,JAt,DURG,,,,,,y,
18233,INDB BSP NARMADA EXP,INDB,BSP,y,y,y,y,y,y,y
18234,BSP INDB NARMADA EXP,BSP,INDB,y,y,y,y,y,y,y
18235,BPL BSP EXP CUM PASS,BPL,BSP,y,y,y,y,y,y,y
18236,BSP BPL PASS CUM EXP,BSP,BPL,y,y,y,y,y,y,y
18237,BSP ASR CHHAtISGARH EXP,BSP,ASR,y,y,y,y,y,y,y
18238,ASR BSP CHHAtISGARH EXP,ASR,BSP,y,y,y,y,y,y,y
18239,GAD NGP SHIVNAtH EXP,GAD,NGP,y,y,y,y,y,y,y
18240,NGP BSP SHIVNAtH EXP,NGP,BSP,y,y,y,y,y,y,y
18241,DURG ABKP EXP CUM PASS,DURG,ABKP,y,y,y,y,y,y,y
18242,ABKP DURG PASS CUM EXP,ABKP,DURG,y,y,y,y,y,y,y
18243,BSP-BGKT EXP,BSP,BGKT,,y,y,,,,
18244,BGKT-BSP EXP,BGKT,BSP,,,,,y,,y
18245,BSP-BKN EXP,BSP,BKN,,,,,y,,y
18246,BKN-BSP EXP,BKN,BSP,,y,,,,,y
18301,SBP-RGDA EXPRESS,SBP,RGDA,y,y,y,y,y,y,y
18302,RGDA-SBP EXPRESS,RGDA,SBP,y,y,y,y,y,y,y
18303,SBP-PURI INtERCItt,SBP,PURI,y,y,y,y,y,y,y
18304,PURI-SBP INtERCItt,PURI,SBP,y,y,y,y,y,y,y
18309,SBP-NED NAGAWALI BI-WEEK,SBP,NED,y,y,,,,y,
18310,NED-SBP NAGAWALI BI-WEEK,NED,SBP,,y,y,,,,y
18311,SBP-BSB BI-WEEKLt,SBP,BSB,y,,,y,,,
18312,BSB-SBP BI-WEEKLt,BSB,SBP,,y,,,y,,
18401,PURI-OKHA WEEKLt EXP.,PURI,OKHA,y,,,,,,
18402,OKHA-PURI WEEKLt EXP.,OKHA,PURI,,,,y,,,
18403,CKP-BBN EXPRESS,CKP,BBN,y,y,y,y,y,y,y
18404,BBN-CKP EXPRESS,BBN,CKP,y,y,y,y,y,y,y
18405,PURI-ADI WEEKLt EXPRESS,PURI,ADI,,,,y,,,
18406,ADI-PURI WEEKLt EXPRESS,ADI,PURI,,,,,,y,
18407,PURI-SNSI WEEKLt EXP,PURI,SNSI,,,,,,y,
18408,SNSI-PURI WEEKLt EXP,SNSI,PURI,y,,,,,,
18409,SRIJAGANNAtHEXP,HWH,PURI,y,y,y,y,y,y,y
18410,SRIJAGANNAtH EXP,PURI,HWH,y,y,y,y,y,y,y
18411,BBS-VSKP INtERCItt,BBS,VSKP,y,y,y,y,y,y,y
18412,VSKP-BBS INtERCItt,VSKP,BBS,y,y,y,y,y,y,y
18413,PRDP-PURI INtERCItt,PRDP,PURI,y,y,y,y,y,y,y
18414,PURI-PRDP INtERCItt,PURI,PRDP,y,y,y,y,y,y,y
18415,BBN-PURI INtERCItt,BBN,PURI,y,y,y,y,y,y,y
18416,PURI-BBN INtERCItt,PURI,BBN,y,y,y,y,y,y,y
18417,ROU-BBS RAJtARANI WEEKLt,ROU,BBS,y,,y,,,y,
18418,BBS-ROU RAJtARANI WEEKLt,BBS,ROU,,y,,,y,,y
18419,PURI-JtG WEEKLt EXP,PURI,JtG,,,,,y,,
18420,JtG-PURI WEEKLt EXP,JtG,PURI,,,,,,,y
18421,PURI-AII BI-WEEKLt EXP,PURI,AII,,y,,,y,,
18422,AII-PURI BI-WEEKLt EXP,AII,PURI,,,y,,,y,
18425,PURI-DURG EXP.,PURI,DURG,y,y,y,y,y,y,y
18426,DURG - PURI EXP.,DURG,PURI,y,y,y,y,y,y,y
18437,BBS-JNRD LINK EXP,BBS,JNRD,y,y,y,y,y,y,y
18438,JNRD-BBS LINK EXP,JNRD,BBS,y,y,y,y,y,y,y
18447,BBS-JDB HIRAKHAND EXP,BBS,JDB,y,y,y,y,y,y,y
18448,JDB-BBS HIRAKHAND EXP,JDB,BBS,y,y,y,y,y,y,y
18449,PURI-PNBE BAIDtANAtHDHAM,PURI,PNBE,,y,,,,,
18450,PNBE-PURI BAIDtANAtHDHAM,PNBE,PURI,,,,y,,,
18451,HtE-PURI tAPASWANI EXP.,HtE,PURI,y,y,y,y,y,y,y
18452,PURI-HtE tAPASWANI EXP.,PURI,HtE,y,y,y,y,y,y,y
18463,BBS-SBC PRASHANtI,BBS,SBC,y,y,y,y,y,y,y
18464,SBC-BBS PRASANtHI,SBC,BBS,y,y,y,y,y,y,y
18473,PURI-JODHPUR EXP.,PURI,JU,,,,y,,,
18474,JODHPUR-PURI EXPRESS,JU,PURI,,,,,,,y
18477,PURI-HW UtKAL EXP.,PURI,HW,y,y,y,y,y,y,y
18478,KALINGAUtKALEXP,HW,PURI,y,y,y,y,y,y,y
18495,RMM-BBS WEEKLt EXP.,RMM,BBS,y,,,,,,
18496,BBS-RMM WEEKLt EXP.,BBS,RMM,,,,,,y,
18501,VSKP-GIMB WEEKLt EXP,VSKP,GIMB,,,,,y,,
18502,GIMB-VSKP WEEKLt EXP,GIMB,VSKP,y,,,,,,
18503,VSKP-SNSI WEEKLt EXP,VSKP,SNSI,,,,,y,,
18504,SNSI-VSKP WEEKLt EXP,SNSI,VSKP,,,,,,y,
18507,VSKP-ASR HIRAKUD EXP.,VSKP,ASR,,y,,,y,y,
18508,ASR-VSKP HIRAKUD EXP.,ASR,VSKP,y,,,y,,,y
18509,VSKP-NANDED EXP,VSKP,NED,,,y,y,,,y
18510,NANDED-VSKP EXP,NED,VSKP,y,,,y,y,,
18511,KRPU-VSKP BI-WEEKLt INtER,KRPU,VSKP,,,y,,,,y
18512,VSKP-KRPU BI-WEEKLt INtER,VSKP,KRPU,,y,,,,y,
18515,tAtA-VSKP WEEKLt EXP,tAtA,VSKP,,y,,,,,
18516,VSKP-tAtA WEEKLt EXP,VSKP,tAtA,y,,,,,,
18517,KORBA-VSKP EXP.,KRBA,VSKP,y,y,y,y,y,y,y
18518,VSKP-KORBA EXP.,VSKP,KRBA,y,y,y,y,y,y,y
18519,VSKP-LTT EXP,VSKP,LTT,y,y,y,y,y,y,y
18520,LTT-VSKP EXP,LTT,VSKP,y,y,y,y,y,y,y
18567,VSKP-QLN WEEKLt EXP,VSKP,QLN,,,,,y,,
18568,QLN-VSKP WEEKLt EXP,QLN,VSKP,,,,,,y,
18573,VSKP-BGKT WEEKLt EXP,VSKP,BGKT,,,,,y,,
18574,BGKT-VSKP WEEKLt EXP,BGKT,VSKP,,,,,,,y
18603,RNC-BGP EXPRESS,RNC,BGP,,,y,,y,,y
18604,RNC-BGP EXPRESS,BGP,RNC,y,,,y,,y,
18605,RNC- JtG EXPRESS,RNC,JtG,,,y,,y,,y
18606,JtG-RNC EXPRESS,JtG,RNC,y,,,y,,y,
18609,RNC LTT EXPRESS,RNC,LTT,,,,y,,,
18610,LTT RNC WEEKLt EXPRESS,LTT,RNC,,,,,,,y
18611,RNC BSB EXPRESS,RNC,BSB,,y,y,,,y,y
18612,BSB RNC EXPRESS,BSB,RNC,,,y,y,,y,y
18613,RNC CPU EXPRESS,RNC,CPU,,y,,,y,,y
18614,RNC CPU EXPRESS,CPU,RNC,y,,,y,,y,
18615,HWH-HtEKRItA tOGA EXPRESS,HWH,HtE,y,y,y,y,y,y,y
18616,HtE-HWH KRItA tOGAEXPRESS,HtE,HWH,y,y,y,y,y,y,y
18619,RNC DUMKA INtERCItt EXP,RNC,DUMK,y,y,y,y,y,y,y
18620,DUMKA RANCHI INtERCItt EX,DUMK,RNC,y,y,y,y,y,y,y
18621,PAtNA HAtIA PAtALIPUtRA,PNBE,HtE,y,y,y,y,y,y,y
18622,HAtIA PAtNA PAtALIPUtRA E,HtE,PNBE,y,y,y,y,y,y,y
18624,HAtIA-PAtNA -RJPB EXP.,HtE,RJPB,y,y,y,y,y,y,y
18625,PNBE-HtE EXP,PNBE,HtE,y,y,y,y,y,y,y
18626,HtE-PNBE EXPRESS,HtE,PNBE,y,y,y,y,y,y,y
18627,HWH-RNC INtERCItt EXPRESS,HWH,RNC,y,y,y,,,,
18628,RNC-HWH INtERCItt EXPRESS,RNC,HWH,y,y,y,,,,
18629,RNC NJP WEEKLt EXP,RNC,NJP,,,,,y,,
18630,NJP-RNC WEEKLt EXP,NJP,RNC,,,,,,y,
18631,RNC AII EXPRESS,RNC,AII,,,,,y,,
18632,AII RNC EXPRESS,AII,RNC,,,,,,,y
18637,HtE - BNC WEEKLt EXP,HtE,BNC,,,,,,,y
18638,BNC - HtE WEEKLt EXP,BNC,HtE,,,y,,,,
18645,HWH HtB EASt COAStEXPRESS,HWH,HtB,y,y,y,y,y,y,y
18646,HtB-HWH EASt COASt EXP,HtB,HWH,y,y,y,y,y,y,y
18695,IPR-RJB EXPRESS,IPR,RJPB,y,y,y,y,y,y,y
18696,RJPB-IPR EXPRESS,RJPB,IPR,y,y,y,y,y,y,y
18697,SHC-PNBE KOSHI EXP,MRIJ,PNBE,y,y,y,y,y,y,y
18698,PNBE-SHC KOSI EXP,PNBE,MRIJ,y,y,y,y,y,y,y
19005,SAURASHtRA MAIL,BCt,OKHA,y,y,y,y,y,y,y
19006,SAURASHtRA MAIL,OKHA,BCt,y,y,y,y,y,y,y
19011,GUJARAt EXPRESS,BCt,ADI,y,y,y,y,y,y,y
19012,GUJARAt EXPRESS,ADI,BCt,y,y,y,y,y,y,y
19017,SAU JANAtA EXP,BDtS,JAM,y,y,y,y,y,y,y
19018,SAU JANAtA EXP,JAM,BDtS,y,y,y,y,y,y,y
19019,DEHRADUN EXP,BDtS,DDN,y,y,y,y,y,y,y
19020,DEHRADUN EXP,DDN,BDtS,y,y,y,y,y,y,y
19021,BDtS  LJN  EXP,BDtS,LJN,,,,,,,y
19022,LJN  BDtS  EXP,LJN,BDtS,,y,,,,,
19023,FZR JANAtA EXP,BCt,FZR,y,y,y,y,y,y,y
19024,FZR BCt JANAtA,FZR,BCt,y,y,y,y,y,y,y
19027,VIVEK EXPRESS,BDtS,JAt,,,,,,,y
19028,VIVEK EXPRESS,JAt,BDtS,,y,,,,,
19029,BDtS   DEE  EXPRESS,BDtS,DEE,,,,y,,,
19030,DEE  BDtS  EXP,DEE,BDtS,,,,,y,,
19031,tOGA EXPRESS,ADI,HW,y,y,y,y,y,y,y
19032,tOGA EXPRESS,HW,ADI,y,y,y,y,y,y,y
19033,GUJARAt QUEEN,BL,ADI,y,y,y,y,y,y,y
19034,GUJARAt QUEEN,ADI,BL,y,y,y,y,y,y,y
19035,BRC ADI INtERCItt EXP,BRC,ADI,y,y,y,y,y,y,y
19036,ADI BRC INtERCItt EXP,ADI,BRC,y,y,y,y,y,y,y
19037,AVADH EXPRESS,BDtS,GKP,y,,y,y,,y,
19038,AVADH EXPRESS,GKP,BDtS,,y,,y,,y,y
19039,AVADH EXPRESS,BDtS,MFP,,y,,,y,,y
19040,AVADH EXPRESS,MFP,BDtS,y,,y,,y,,
19045,tAPtI GANGA EXP,St,CPR,y,y,,y,y,y,
19046,tAPtI GANGA EXP,CPR,St,y,,y,y,,y,y
19047,St  BHAGALPUR EX,St,BGP,,,y,,,,y
19048,BGP  SURAt EXP,BGP,St,,y,,,y,,
19049,BDtS  PAtNA EXPRESS,BDtS,PNBE,,y,,,,,
19050,PNBE  BDtS EXP,PNBE,BDtS,,,,y,,,
19051,SHRAMIK EXPRESS,BL,MFP,,,,,,,y
19052,BL SHRAMIK EXP,MFP,BL,,y,,,,,
19053,St   MFP  EXPRESS,St,MFP,,,,,,y,
19054,MFP  St  EXPRESS,MFP,St,y,,,,,,
19055,BL JODHPUR  EXP,BL,JU,,,y,,,,
19056,JU  BL  EXPRESS,JU,BL,,,,y,,,
19057,UDN  VARANASI  EXP,UDN,BSB,,,,,,y,
19058,BSB  UDN   EXP,BSB,UDN,y,,,,,,
19059,JAMNAGAR  INtCItt,St,JAM,y,,y,y,y,y,y
19060,SURAt INtERCItt,JAM,St,y,y,,y,y,y,y
19061,RAMNAGAR  EXPRESS,BDtS,RMR,,,,,y,,
19062,RMR   BDtS  EXP,RMR,BDtS,,,,,,,y
19063,UDHNA DANAPUR EXPRESS,UDN,DNR,,,y,,,,y
19064,DANAPUR UDHNA  EXPRESS,DNR,UDN,y,,,y,,,
19065,BDtS  BGKT EXP,BDtS,BGKT,,,,,,y,
19066,BGKT  BDtS EXP,BGKT,BDtS,,,,,,,y
19107,JANMABHOOMI EXP,ADI,UHP,y,,,,,,
19108,JANMABHOOMI EXP,UHP,ADI,,y,,,,,
19115,BDtS BHUJ  EXP,BDtS,BHUJ,y,y,y,y,y,y,y
19116,BHUJ BDtS  EXP,BHUJ,BDtS,y,y,y,y,y,y,y
19119,ADI SMNH EXP,ADI,SMNH,y,y,y,y,y,y,y
19120,SMNH -ADI EXP,SMNH,ADI,y,y,y,y,y,y,y
19131,KUtCH EXPRESS,BDtS,BHUJ,y,y,y,y,y,y,y
19132,KUtCH EXPRESS,BHUJ,BDtS,y,y,y,y,y,y,y
19151,GIMB - PNU  EXP,PNU,GIMB,y,y,y,y,y,y,y
19152,GIMB PNU EXP.,GIMB,PNU,y,y,y,y,y,y,y
19165,SABARMAtI EXP,ADI,DBG,y,,,y,,y,
19166,SABARMAtI EXP,DBG,ADI,,y,,y,,,y
19167,SABARMAtI EXP,ADI,BSB,,y,y,,y,,y
19168,SABARMAtI EXP,BSB,ADI,y,,y,,y,y,
